canonicalName,aliases,sourcePath,componentType,serviceDomainPlane,capabilityDescription,backendApiContractStatus,frontendSurfaceExpected,currentFrontendRouteComponent,mobileSurfaceExpected,currentMobileScreenComponent,apiClientHook,workflowEventDependency,databaseMigrationDependency,trustSecurityDependency,relatedServices,currentCompletenessStatus,currentBlocker,recommendedClassification
"useCitizenMonitoring","","ui/one-ui-shell/src/hooks/queries/useCitizenMonitoring.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useCitizenMonitoring.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useCitizenWellness","","ui/one-ui-shell/src/hooks/queries/useCitizenWellness.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useCitizenWellness.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useClientRegistry","/internal/v1/client-registry/dashboard/summary; /internal/v1/client-registry/stewardship/workspace; /internal/v1/client-registry/registrations; /internal/v1/client-registry/merge-cases","ui/one-ui-shell/src/hooks/queries/useClientRegistry.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (4 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useClientRegistry.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useClinicalCuration","","ui/one-ui-shell/src/hooks/queries/useClinicalCuration.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useClinicalCuration.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useClinicalDocuments","/internal/v1/clinical-documents","ui/one-ui-shell/src/hooks/queries/useClinicalDocuments.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useClinicalDocuments.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useClinicalExtensions","/internal/v1/extensions/rules; /internal/v1/extensions/forms","ui/one-ui-shell/src/hooks/queries/useClinicalExtensions.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (2 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useClinicalExtensions.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useClinicalNotes","/internal/v1/clinical-notes","ui/one-ui-shell/src/hooks/queries/useClinicalNotes.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useClinicalNotes.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useClinicalWorklist","","ui/one-ui-shell/src/hooks/queries/useClinicalWorklist.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useClinicalWorklist.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useCommerceFlow","/internal/v1/commerce/cart/validate; /internal/v1/commerce/orders; /internal/v1/commerce/cart?channel=WEB","ui/one-ui-shell/src/hooks/queries/useCommerceFlow.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (4 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useCommerceFlow.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useCommercePickup","/internal/v1/commerce/pickup/claim","ui/one-ui-shell/src/hooks/queries/useCommercePickup.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useCommercePickup.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useCommerceSubstitutions","","ui/one-ui-shell/src/hooks/queries/useCommerceSubstitutions.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useCommerceSubstitutions.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useCommerceVendor","","ui/one-ui-shell/src/hooks/queries/useCommerceVendor.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useCommerceVendor.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useCommunication","/internal/v1/communication/messages/channels; /internal/v1/communication/pages; /internal/v1/communication/messages","ui/one-ui-shell/src/hooks/queries/useCommunication.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (4 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useCommunication.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useCommunity","","ui/one-ui-shell/src/hooks/queries/useCommunity.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useCommunity.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useCommunityService","/internal/v1/community/units; /internal/v1/community/visits; /internal/v1/community/assignments","ui/one-ui-shell/src/hooks/queries/useCommunityService.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (4 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useCommunityService.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useConditions","/internal/v1/conditions","ui/one-ui-shell/src/hooks/queries/useConditions.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useConditions.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useConsent","/internal/v1/consent/mine; /internal/v1/guidance/consent-status; /internal/v1/consent/create","ui/one-ui-shell/src/hooks/queries/useConsent.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (3 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useConsent.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useCoreTransactionExperience","/internal/v1/core-transactions; /internal/v1/workflows/definitions; /internal/v1/workflows/instances","ui/one-ui-shell/src/hooks/queries/useCoreTransactionExperience.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (3 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useCoreTransactionExperience.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useCostaIntel","/internal/v1/finance/costa-intel/tariff-lists; /internal/v1/finance/costa-intel/invoices/from-cost-estimate","ui/one-ui-shell/src/hooks/queries/useCostaIntel.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (2 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useCostaIntel.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useCoverage","/internal/v1/coverage/plans; /internal/v1/coverage/remittances; /internal/v1/coverage/contributions; /internal/v1/coverage/preauths; /internal/v1/coverage/utilization","ui/one-ui-shell/src/hooks/queries/useCoverage.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (16 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useCoverage.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useCpd","","ui/one-ui-shell/src/hooks/queries/useCpd.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useCpd.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useDataAccessGovernance","/internal/v1/governance/access/policies; /internal/v1/governance/access/requests","ui/one-ui-shell/src/hooks/queries/useDataAccessGovernance.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (3 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useDataAccessGovernance.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useDataGovernance","/internal/v1/ai-governance/rules; /internal/v1/governance/access/requests?page=0&size=50; /internal/v1/ai-governance/datasets; /internal/v1/ai-governance/exports/evaluate","ui/one-ui-shell/src/hooks/queries/useDataGovernance.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (4 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useDataGovernance.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useDataPipelineMetrics.test","","ui/one-ui-shell/src/hooks/queries/useDataPipelineMetrics.test.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useDataPipelineMetrics.test.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useDataPipelineMetrics","","ui/one-ui-shell/src/hooks/queries/useDataPipelineMetrics.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useDataPipelineMetrics.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useDevices","/internal/v1/devices; /internal/v1/devices/register","ui/one-ui-shell/src/hooks/queries/useDevices.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (2 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useDevices.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useDischarge","","ui/one-ui-shell/src/hooks/queries/useDischarge.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useDischarge.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useDispatch","/internal/v1/dispatch/deliveries; /internal/v1/dispatch/dashboard; /internal/v1/dispatch/fleet; /internal/v1/dispatch/couriers; /internal/v1/dispatch/policies","ui/one-ui-shell/src/hooks/queries/useDispatch.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (8 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useDispatch.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useDispatchOps","/internal/v1/dispatch/dashboard; /internal/v1/dispatch/dispatcher-console; /internal/v1/dispatch/deliveries; /internal/v1/dispatch/fleet; /internal/v1/dispatch/couriers","ui/one-ui-shell/src/hooks/queries/useDispatchOps.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (8 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useDispatchOps.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useEWS","/internal/v1/ews","ui/one-ui-shell/src/hooks/queries/useEWS.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useEWS.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useEmergency","/internal/v1/emergency/activations; /internal/v1/emergency/activate","ui/one-ui-shell/src/hooks/queries/useEmergency.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (2 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useEmergency.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useEncounterHistory","","ui/one-ui-shell/src/hooks/queries/useEncounterHistory.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useEncounterHistory.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useEncounters","/internal/v1/encounters","ui/one-ui-shell/src/hooks/queries/useEncounters.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useEncounters.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useExtensions","","ui/one-ui-shell/src/hooks/queries/useExtensions.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useExtensions.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useFacilities","","ui/one-ui-shell/src/hooks/queries/useFacilities.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFacilities.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useFacilityAdmin","/internal/v1/admin/facilities","ui/one-ui-shell/src/hooks/queries/useFacilityAdmin.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFacilityAdmin.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useFacilityOperations","/internal/v1/queue/entries/stats; /internal/v1/operations/facility-queue-snapshots","ui/one-ui-shell/src/hooks/queries/useFacilityOperations.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (2 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFacilityOperations.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useFacilityRegulatory","/internal/v1/facility-registry/dashboard/summary; /internal/v1/facility-registry/applications; /internal/v1/facility-registry/documents; /internal/v1/facility-registry/inspections; /internal/v1/facility-registry/committee-reviews","ui/one-ui-shell/src/hooks/queries/useFacilityRegulatory.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (6 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFacilityRegulatory.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useFetalMonitoring","/internal/v1/maternity/ctg/sessions","ui/one-ui-shell/src/hooks/queries/useFetalMonitoring.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFetalMonitoring.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useFhirInterop","/internal/v1/fhir/metadata","ui/one-ui-shell/src/hooks/queries/useFhirInterop.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFhirInterop.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useFinanceBillingWorkspace","","ui/one-ui-shell/src/hooks/queries/useFinanceBillingWorkspace.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFinanceBillingWorkspace.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useFinanceLedger","","ui/one-ui-shell/src/hooks/queries/useFinanceLedger.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFinanceLedger.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useFinanceMushexPlatform","","ui/one-ui-shell/src/hooks/queries/useFinanceMushexPlatform.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFinanceMushexPlatform.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useFinancePayerOps","/internal/v1/finance/payer-ops/remittance/claim; /internal/v1/finance/payer-ops/adapters","ui/one-ui-shell/src/hooks/queries/useFinancePayerOps.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (2 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFinancePayerOps.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useFinanceReconciliation","/internal/v1/finance/reconciliation/import-statement","ui/one-ui-shell/src/hooks/queries/useFinanceReconciliation.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFinanceReconciliation.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useFinanceRefunds","","ui/one-ui-shell/src/hooks/queries/useFinanceRefunds.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFinanceRefunds.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useFinanceSettlements","/internal/v1/finance/settlements/run","ui/one-ui-shell/src/hooks/queries/useFinanceSettlements.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFinanceSettlements.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useFinancialReports","/internal/v1/finance/budgets; /internal/v1/finance/reports/close-period","ui/one-ui-shell/src/hooks/queries/useFinancialReports.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (2 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFinancialReports.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useFluidBalance","/internal/v1/fluid-balance","ui/one-ui-shell/src/hooks/queries/useFluidBalance.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFluidBalance.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useForms","/internal/v1/extensions/forms","ui/one-ui-shell/src/hooks/queries/useForms.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (2 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useForms.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useFundoCatalog","","ui/one-ui-shell/src/hooks/queries/useFundoCatalog.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFundoCatalog.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useFundoLms.test","","ui/one-ui-shell/src/hooks/queries/useFundoLms.test.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFundoLms.test.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useFundoLms","/internal/v1/learning/v11/reports/overview; /internal/v1/learning/v11/enrolments; /internal/v1/learning/v11/progress","ui/one-ui-shell/src/hooks/queries/useFundoLms.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (3 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFundoLms.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useFundoStudio","/internal/v1/learning/v11/studio/dashboard; /internal/v1/learning/v11/catalog; /internal/v1/learning/v11/ai/generate; /internal/v1/learning/v11/nompilo/assist; /internal/v1/learning/v11/library/resources","ui/one-ui-shell/src/hooks/queries/useFundoStudio.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (11 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useFundoStudio.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useGeneralLedger","/internal/v1/erp/gl/accounts; /internal/v1/erp/gl/periods/open; /internal/v1/erp/gl/accounts/seed; /internal/v1/erp/gl/journals","ui/one-ui-shell/src/hooks/queries/useGeneralLedger.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (4 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useGeneralLedger.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useGrowth","/internal/v1/growth","ui/one-ui-shell/src/hooks/queries/useGrowth.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useGrowth.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useGuidance","/internal/v1/guidance/ask; /internal/v1/clinical/assistant/ask; /internal/v1/clinical/source/edliz-default-document-id; /internal/v1/clinical/prescribing/evaluate; /internal/v1/clinical/pathways","ui/one-ui-shell/src/hooks/queries/useGuidance.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (9 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useGuidance.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useHealthOsLauncher","","ui/one-ui-shell/src/hooks/queries/useHealthOsLauncher.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useHealthOsLauncher.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useHrPayroll","/internal/v1/erp/hr/employees; /internal/v1/erp/hr/leave/types; /internal/v1/erp/hr/payroll/runs; /internal/v1/erp/hr/deductions","ui/one-ui-shell/src/hooks/queries/useHrPayroll.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (5 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useHrPayroll.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useIdentity","/internal/v1/identity/patient/resolve; /internal/v1/identity/patient/register; /internal/v1/identity/assurance/status; /internal/v1/identity/assurance/upgrade/request; /internal/v1/vito/identity/resolve","ui/one-ui-shell/src/hooks/queries/useIdentity.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (6 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useIdentity.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useIdentityOperations","/internal/v1/identity/patient/resolve; /internal/v1/identity/patient/register; /internal/v1/identity/patient/recovery/start; /internal/v1/identity/patient/recovery/verify; /internal/v1/identity/provider/create","ui/one-ui-shell/src/hooks/queries/useIdentityOperations.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (5 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useIdentityOperations.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useImaging","/internal/v1/imaging/ops/status; /internal/v1/imaging/ops/unmatched-studies; /internal/v1/imaging/ops/failed-correlations; /internal/v1/imaging/ops/failed-writebacks; /internal/v1/imaging/ops/failed-writebacks/retry-all","ui/one-ui-shell/src/hooks/queries/useImaging.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (5 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useImaging.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useImmunizations","/internal/v1/immunizations","ui/one-ui-shell/src/hooks/queries/useImmunizations.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useImmunizations.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useInpatient","/internal/v1/inpatient/admissions","ui/one-ui-shell/src/hooks/queries/useInpatient.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useInpatient.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useIntegrationHub","/internal/v1/integration-hub/routes; /internal/v1/integration-hub/mapping-templates","ui/one-ui-shell/src/hooks/queries/useIntegrationHub.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (3 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useIntegrationHub.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useInventory","/internal/v1/inventory/items; /internal/v1/inventory/ledger/receipt; /internal/v1/inventory/ledger/transfer; /internal/v1/inventory/ledger/issue; /internal/v1/inventory/ledger/adjust","ui/one-ui-shell/src/hooks/queries/useInventory.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (9 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useInventory.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useKnowledgeSearch","","ui/one-ui-shell/src/hooks/queries/useKnowledgeSearch.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useKnowledgeSearch.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useLabOrders","/internal/v1/lab-orders","ui/one-ui-shell/src/hooks/queries/useLabOrders.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useLabOrders.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useLabourMonitoring","/internal/v1/labour-monitoring","ui/one-ui-shell/src/hooks/queries/useLabourMonitoring.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useLabourMonitoring.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useLearningSubjectCompletions","","ui/one-ui-shell/src/hooks/queries/useLearningSubjectCompletions.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useLearningSubjectCompletions.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useLearningWorkflowContext","","ui/one-ui-shell/src/hooks/queries/useLearningWorkflowContext.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useLearningWorkflowContext.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useLicenses","","ui/one-ui-shell/src/hooks/queries/useLicenses.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (0 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useLicenses.ts","","","api-client trust headers","experience-bff","no-bff-paths-detected","no /internal/v1 references","unknown-needs-review"
"useLinkedIds","/internal/v1/identity/linked-ids","ui/one-ui-shell/src/hooks/queries/useLinkedIds.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (1 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useLinkedIds.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
"useMarketplace","/internal/v1/marketplace/vendors; /internal/v1/marketplace/bookings; /internal/v1/marketplace/orders","ui/one-ui-shell/src/hooks/queries/useMarketplace.ts","api-query-hook","experience/web-client","TanStack Query hook calling BFF (3 endpoint refs)","bff-proxied","yes","","no","","ui/one-ui-shell/src/hooks/queries/useMarketplace.ts","","","api-client trust headers","experience-bff","wired","","generated-client"
